The correlations between aging and drug effects (author's transl).,Cysteamine,Typhaceae
Effects of the cardioselective beta-adrenergic receptor blocking agent metoprolol in angina pectoris. Subacute study with exercise tests.,Drug Administration Schedule,Clergy
The stimulatory effect of morphine on metabolism of naloxone to 6alpha-naloxol in the guinea pig.,Allosteric Regulation,Acinetobacter calcoaceticus
Animal model for periarteritis nodosa--SL/Nishizuka mice.,"Mice, Inbred Strains","RNA, Transfer, Ile"
The effect of pertussis and beta adrenergic-blocking agents on mast cells.,Mice,Integrative Oncology
The effect of pH on stereospecific opiate binding to mouse brain membranes.,Binding Sites,Tripterygium
GABA-mediated control of rat neostriatal tyrosine hydroxylase revealed by intranigral muscimol.,Dopamine,Mental Health
Effects of olfactory bulbectomy and domicile on stress-induced corticosterone release in the rat.,Corticosterone,Public Sector
Conclusions of the national scientific conference.,Congresses as Topic,Stearoyl-CoA Desaturase
Psychological aspects of cardiac arrhythmia.,Autonomic Nervous System,Histone Demethylases
Biological effects of cyclosporin A: a new antilymphocytic agent.,"Encephalomyelitis, Autoimmune, Experimental",Auditory Pathways
Application of laser rays in surgery (author's transl).,Laser Therapy,Clinical Medicine
The regulations of renal ammoniagenesis in the rat by extracellular factors. I. The combined effects of acidosis and physiologic fuels.,Glutamine,Pseudouridine
"Alpha blocking action of the antihypertensive agent, prazosin.",Adrenergic alpha-Antagonists,Cytidine
The stability of eggplant mosaic virus: action of urea and alkaline pH on top and bottom components.,Osmolar Concentration,Lye
Some properties of human uterine myoma phosphofructokinase.,Hydrogen-Ion Concentration,Trimethaphan
The role of arginine in the triphosphopyridine nucleotide dependent isocitrate dehydrogenase of pig heart.,Isocitrate Dehydrogenase,Cysteine
The effects of piperoxan on uptake of noradrenaline and overflow of transmitter in the isolated blood perfused spleen of the cat.,Cats,Amphibian Venoms
Creatine kinase in serum: 1. Determination of optimum reaction conditions.,Buffers,Lanosterol
"Periodicity in mood, affect, and instinctual behavior.",Affective Symptoms,Felidae
Inhibition of folate enzymes by sulfasalazine.,Folic Acid,Cell Respiration
Clinical considerations on a group of patients with urinary infections studied in the out-patient clinic.,Sex Factors,Toxoplasmosis
Apparent intermediate expression of elevated tyrosine hydroxylase activity in brain of Weaver mutant mice.,Movement Disorders,Synapsins
In vitro activity of josamycin against aerobic gram-positive cocci and anaerobes.,Anti-Bacterial Agents,Expiratory Reserve Volume
Controlled rehabilitation of patients with a recent myocardial infarction (author's transl).,Acute Disease,"Brain Injury, Chronic"
Application of reverse phase ion-pair partition chromatography to drugs of forensic interest.,Forensic Medicine,Ceruloplasmin
Physical and chemical changes of ACD-preserved blood: a comparison of blood in glass bottles and plastic bags.,Blood Preservation,Drug Carriers
"Gill ventilation in the sturgeon, Acipenser transmontanus: unusual adaptations for bottom dwelling.",Gills,Meckel Diverticulum
Leishmania in phlebotomid sandflies: VI. Importance of hindgut development in distinguishing between parasites of the Leishmania mexicana and L. braziliensis complexes.,Insect Vectors,"Lentiviruses, Ovine-Caprine"
Clinical response to a potential non-sedative anxiolytic.,Anti-Anxiety Agents,Feliformia
"The effects of paracetamol on temperature and cardiovascular changes caused by pyrogenic contamination of chronically implanted arterial cannulae in the conscious, renal hypertensive cat.",Catheterization,Eukaryotic Initiation Factor-3
Effects of cold exposure on urinary catecholamines in arctic lemmings.,Epinephrine,Datura
Further evidence for adrenergic transmission in the human vas deferens.,In Vitro Techniques,"Vaccines, Attenuated"
Photosensitized induction of H-addition radicals in frozen aqueous solutions of cytosine and uracil derivatives.,Cytosine Nucleotides,Thrombopoietin
Complications of drugs being accidentally dissolved in the esophagus and bronchi.,Capsules,"Scattering, Radiation"
Value of the indications of antibiograms in the treatment of suppurated sinusitis.,Evaluation Studies as Topic,Cyclin G1
Inhibition of 3'-methyl-4-dimethylaminoazobenezene-induced hepatocarcinogenesis by portacaval shunt.,Biotransformation,Virus Attachment
Alterations in receptors controlling dopamine synthesis after chronic ethanol ingestion.,Dopamine,Hemispherectomy
Participation of the iron-containing pterine-protein complex in NADP reduction and electron transport.,Darkness,"Skin Diseases, Vascular"
"Preliminary studies on the absorption of etherylate, benorylate and acetylsalicylic acid.",Salicylates,Vascularized Composite Allotransplantation
"A new mechanism by which an H+ concentration gradient drives the synthesis of adenosine triphosphate, pH jump, and adenosine triphosphate synthesis by the Ca2+-dependnet adenosine triphosphatase of sarcoplasmic reticulum.",Calcium,Aphasia
The structure and function of ribonuclease T1 XXIV. Preparation and properties of a stable water-insoluble polyacrylamide derivative of ribonuclease T1.,RNA,Adenosine A1 Receptor Antagonists
Urea amidolyase of Candida utilis. Characterization of the urea cleavage reactions.,Amidohydrolases,Theaceae
Glucocorticoid action of beclomethasone and its propionate ester derivatives.,Adrenal Cortex,"Radiography, Thoracic"
Microbial spoilage of fresh refrigerated beef liver.,Carbohydrates,"Mutagenesis, Site-Directed"
Electron-paramagnetic-resonance studies on nitrate reductase from Escherichia coli K12.,Electron Spin Resonance Spectroscopy,"Mice, Inbred A"
Haloperidol inhibits the disappearance of acidic dopamine metabolites from rat striatum.,Haloperidol,Chondrogenesis
Use of alpha-N-benzoyl-L-arginine-p-nitroanilide as trypsin substrate in estimation of alpha 1-antitrypsin.,Hydrogen-Ion Concentration,Pennsylvania
Interferon pretreatment primes interferon production by human adenovirus in chick embryo cells.,Chick Embryo,"Defoliants, Chemical"
Is Charlie a motivated worker?,Motivation,South America
Nerve transmitter substances and motor neuron diseases.,Anterior Horn Cells,Ureaplasma Infections
Thiamine deficiency: selective impairment of the cerebellar serotonergic system.,Hypothalamus,"Exchange Transfusion, Whole Blood"
Polyarteritis nodosa with peripheral gangrene and myocardial infarction.,Complement C3,Ginkgolides
Malic acid induction of decarboxylating NADP-malate dehydrogenase synthesis in C3-plant leaves.,Enzyme Induction,NAD (+) and NADP (+) Dependent Alcohol Oxidoreductases
The mode of action of tetradecyltrimethyl ammonium bromide (CTAB) on Staphylococcus aureus proceedings.,Osmolar Concentration,Trimethylsilyl Compounds
"Mechanistic analysis of the (Na+,K+)ATPase using new pseudosubstrates.",Binding Sites,Medicare Part D
"Long-term study on the influence of running exercise, food restriction, running exercise + food restriction and of parenterally applicated testis cells on age-parameters of the rat (author's transl).",Rats,"Diet, Sodium-Restricted"
Properties of a preparation of lytic enzymes from a culture of Bacillus subtilis.,Fungi,Temperance Movement
R-factor mediated dihydrofolate reductases which confer trimethoprim resistance.,Kinetics,Phosphorylase Kinase
1H Nmr studies at 360 MHz of the methyl groups in native and chemically modified basic pancreatic trypsin inhibitor (BPTI).,Aprotinin,Senior Centers
Oligonucleotide conformations. (5) NMR and relaxation studies on GpU and UpG at neutral pH.,Magnetic Resonance Spectroscopy,Carbon Radioisotopes
Tyrosine aminotransferase from chick liver. Heat activation and cold inactivation of the enzyme.,Ketoglutaric Acids,Phalangeridae
"The Göttingen pH measurement technic. Telemetric, long-term pH measurement of the esophagus.",Time Factors,Neuroimmunomodulation
"Pharmacological studies of loperamide, an anti-diarrheal agent. I. Effects on diarrhea induced by castor oil and prostaglandin E. (author's transl).",Analgesics,Axon Fasciculation
Change in the central and regional (brain) hemodynamics in the treatment of hypertension using beta-adrenergic blockaders.,Brain,Temazepam
"Repression of the tyrosine, lysine, and methionine biosynthetic pathways in a hisT mutant of Salmonella typhimurium.",Enzyme Repression,Twin-Arginine-Translocation System
Selection of related and unrelated bone marrow donors.,Bone Marrow Transplantation,"Heparin, Low-Molecular-Weight"
Inborn error of glycolipid metabolism.,Gangliosidoses,3-Hydroxyanthranilic Acid
Evolution of regionalized perinatal care in southern Illinois.,Illinois,Spirillaceae
"Feline cystitis, urethritis, urethral obstruction syndrome. Part III. Prophylaxis.",Cystitis,Antisense Elements (Genetics)
A comparison of rimiterol and salbutamol by inhalation at high and low dose in asthmatic patients.,Bronchial Spasm,Acute Coronary Syndrome
Influence of adrenergic-blocking agents on the pain-alleviating effect of narcotic analgesics.,Fentanyl,Upper Gastrointestinal Tract
Insulin and glucagon degradation by the kidney. II. Characterization of the mechanisms at neutral pH.,Edetic Acid,Glyceryl Ethers
Proton gradients as possible intermediary energy transducers during ATP-driven reverse electron flow in chloroplasts.,Hydrogen-Ion Concentration,HIV Integrase
Intracellular bicarbonate of skeletal muscle under different metabolic states.,Acid-Base Equilibrium,Cupressaceae
Psychiatry.,Research,Lymphatic Irradiation
Studies of endocrinological function of testis. Report 4. Cryptorchidism after surgical therapy (author's transl).,Gonadotropin-Releasing Hormone,Patient Positioning
Acetyl-CoA carboxylase. Evidence for polymeric filament to protomer transition in the intact avian liver cell.,Digitonin,Nasal Sprays
Insulin selectively slows the degradation rate of tyrosine aminotransferase.,Half-Life,Antitrichomonal Agents
Reactions between peroxidizing lipids and histidyl residue analogues: enhancement of lipid oxidation and browning by 4-methylimidazole.,Food Preservation,Sturge-Weber Syndrome
Comparison of the dopaminergic effects of N-substituted aporphines.,Motor Activity,Glycodelin
Effects of sympathetic nerve stimulation on electrical activity of Auerbach's plexus and intestinal smooth muscle tone.,Guinea Pigs,Attention Deficit Disorder with Hyperactivity
Differential inhibition of sclerotial germination in Whetzelinia sclerotiorum.,"Fungicides, Industrial","Fatty Acids, Essential"
Heterogeneity of the antibody response to pneumoccal capsular polysaccharides types III and VIII (SIII and SVIII).,Streptococcus pneumoniae,"Tomography, Optical"
Proline and glycine uptake by renal brushborder membrane vesicles.,Cell-Free System,Diverticulitis
Mechanism of action of the new beta-adrenolytic drug VUL 111 upon the cardiovascular system. 1. Beta-adrenolytic activity on peroral administration and ways of metabolic degradation (author's transl).,Isoproterenol,Bone Marrow Transplantation
Behavioural evidence for GABAergic activity of the benzodiazepine flurazepam.,Flurazepam,Mycoplasma gallisepticum
Phosphate transfer and tubular pH during renal stopped flow microperfusion experiments in the rat.,Hydrogen-Ion Concentration,Swine
Effect of flurazepam on common clinical laboratory tests.,Placebos,Levopropoxyphene
Inhibition of rat-liver acetyl-coenzyme-A carboxylase by palmitoyl-coenzyme A. Formation of equimolar enzyme-inhibitor complex.,"Binding, Competitive",Osteopetrosis
Inhibition of the self-assembly of tubulin by diethylpyrocarbonate and photooxidation.,Diethyl Pyrocarbonate,Botulinum Antitoxin
Esteroproteolytic enzymes from the submaxillary gland. Kinetics and other physicochemical properties.,Esterases,Venous Thromboembolism
High and low affinity Ca2+ binding to the sarcoplasmic reticulum: use of a high-affinity fluorescent calcium indicator.,Anilino Naphthalenesulfonates,Neurobehavioral Manifestations
"Rheumatic fever and rheumatic heart disease among 56,8000 inhabitants in southeast Teheran from 1972-1974.","Economics, Medical",Febuxostat
Tetrazole analogs of phenylalanine derivatives as tyrosine hydroxylase inhibitors.,Phenylalanine,Characiformes
Influence of training and pharmacological treatment on muscular enzymatic activities.,Nicergoline,Azospirillum lipoferum
"Purification and properties of potato 1,4-alpha-D-glucan:1,4-alpha-D-glucan 6-alpha-(1,4-alpha-glucano)-transferase. Evidence against a dual catalytic function in amylose-branching enzyme.",Amylose,Cryoelectron Microscopy
Binding of alpha-and beta-adrenergic ligands to cerebral cortical membranes: effect of 6-hydroxydopamine treatment and relationship to the responsiveness of cyclic amp-generating systems in two rat strains.,Adenylyl Cyclases,Medicare Payment Advisory Commission
Inhibiting action of glycomacropeptide on stomach secretion induced by various humoral stimulants.,Gastric Inhibitory Polypeptide,Erysimum
